,,PA_10min,,TA_10min,,RH_10min,,DP_10min,,TS_10min,,SM_10min,,SR_10min,,NetSR_10min,,Wind_1,,Wind_1,,Wind_1,,Wind_1,,Wind_1,,Wind_1,
time,status,Avg,status,Avg,status,Avg,status,Avg,status,Avg,status,Avg,status,Avg,status,Avg,status,DirAvg10m,status,DirMax10m,status,DirMin10m,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,
5/31/22 12:00:11 AM,VALID,1012.496,VALID,20.128,VALID,67.428,VALID,13.905,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.099,VALID,43.0,VALID,63.0,VALID,359.0,VALID,1.417,VALID,1.797,VALID,1.0,
5/31/22 12:10:10 AM,VALID,1012.422,VALID,20.032,VALID,67.531,VALID,13.839,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.756,VALID,44.0,VALID,64.0,VALID,15.0,VALID,1.453,VALID,1.703,VALID,0.898,
5/31/22 12:20:10 AM,VALID,1012.619,VALID,20.214,VALID,66.776,VALID,13.832,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.67,VALID,44.0,VALID,85.0,VALID,9.0,VALID,0.974,VALID,1.5,VALID,0.398,
5/31/22 12:30:10 AM,VALID,1012.588,VALID,20.663,VALID,66.326,VALID,14.143,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.277,VALID,92.0,VALID,211.0,VALID,2.0,VALID,0.571,VALID,1.102,VALID,0.102,
5/31/22 12:40:10 AM,VALID,1012.549,VALID,20.925,VALID,65.491,VALID,14.212,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.774,VALID,212.0,VALID,4.0,VALID,30.0,VALID,0.716,VALID,1.398,VALID,0.0,
5/31/22 12:50:10 AM,VALID,1012.444,VALID,21.155,VALID,65.035,VALID,14.323,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.821,VALID,191.0,VALID,230.0,VALID,75.0,VALID,0.805,VALID,1.297,VALID,0.203,
5/31/22 1:00:10 AM,VALID,1012.317,VALID,21.338,VALID,61.306,VALID,13.613,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.271,VALID,38.0,VALID,160.0,VALID,162.0,VALID,0.601,VALID,1.703,VALID,0.102,
5/31/22 1:10:10 AM,VALID,1012.25,VALID,21.233,VALID,61.747,VALID,13.586,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.062,VALID,296.0,VALID,124.0,VALID,127.0,VALID,0.332,VALID,0.797,VALID,0.0,
5/31/22 1:20:10 AM,VALID,1012.17,VALID,20.656,VALID,64.093,VALID,13.628,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.222,VALID,338.0,VALID,88.0,VALID,281.0,VALID,0.661,VALID,1.102,VALID,0.297,
5/31/22 1:30:10 AM,VALID,1012.168,VALID,20.133,VALID,64.974,VALID,13.351,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.026,VALID,13.0,VALID,50.0,VALID,358.0,VALID,1.412,VALID,2.797,VALID,0.797,
5/31/22 1:40:10 AM,VALID,1012.339,VALID,19.407,VALID,68.106,VALID,13.352,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.387,VALID,10.0,VALID,45.0,VALID,308.0,VALID,1.891,VALID,2.703,VALID,0.602,
5/31/22 1:50:10 AM,VALID,1012.4,VALID,19.223,VALID,70.245,VALID,13.657,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.449,VALID,12.0,VALID,77.0,VALID,323.0,VALID,1.632,VALID,3.102,VALID,0.297,
5/31/22 2:00:10 AM,VALID,1012.4,VALID,19.329,VALID,71.916,VALID,14.12,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.314,VALID,78.0,VALID,159.0,VALID,1.0,VALID,0.883,VALID,1.602,VALID,0.203,
5/31/22 2:10:10 AM,VALID,1012.4,VALID,19.493,VALID,70.962,VALID,14.089,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.885,VALID,147.0,VALID,187.0,VALID,105.0,VALID,0.578,VALID,0.898,VALID,0.297,
5/31/22 2:20:10 AM,VALID,1012.405,VALID,19.763,VALID,69.028,VALID,13.919,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.774,VALID,187.0,VALID,231.0,VALID,137.0,VALID,0.867,VALID,1.898,VALID,0.203,
5/31/22 2:30:10 AM,VALID,1012.365,VALID,20.139,VALID,66.992,VALID,13.839,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.905,VALID,165.0,VALID,196.0,VALID,98.0,VALID,1.604,VALID,1.898,VALID,0.797,
5/31/22 2:40:10 AM,VALID,1012.244,VALID,20.268,VALID,60.896,VALID,12.533,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.652,VALID,129.0,VALID,169.0,VALID,100.0,VALID,1.518,VALID,2.703,VALID,0.398,
5/31/22 2:50:10 AM,VALID,1012.222,VALID,20.883,VALID,54.25,VALID,11.308,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.793,VALID,112.0,VALID,205.0,VALID,51.0,VALID,1.133,VALID,1.898,VALID,0.203,
5/31/22 3:00:10 AM,VALID,1012.035,VALID,21.414,VALID,55.07,VALID,11.917,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.599,VALID,28.0,VALID,87.0,VALID,353.0,VALID,1.834,VALID,2.898,VALID,1.102,
5/31/22 3:10:10 AM,VALID,1012.095,VALID,20.17,VALID,63.576,VALID,13.03,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.939,VALID,30.0,VALID,50.0,VALID,359.0,VALID,1.212,VALID,1.602,VALID,0.898,
5/31/22 3:20:10 AM,VALID,1012.022,VALID,19.768,VALID,65.971,VALID,13.214,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.782,VALID,26.0,VALID,40.0,VALID,3.0,VALID,1.91,VALID,2.398,VALID,1.203,
5/31/22 3:30:10 AM,VALID,1012.032,VALID,19.589,VALID,66.856,VALID,13.269,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.723,VALID,32.0,VALID,45.0,VALID,9.0,VALID,2.124,VALID,2.5,VALID,1.398,
5/31/22 3:40:10 AM,VALID,1012.024,VALID,19.398,VALID,66.819,VALID,13.074,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.454,VALID,24.0,VALID,43.0,VALID,6.0,VALID,1.922,VALID,2.398,VALID,1.297,
5/31/22 3:50:10 AM,VALID,1012.021,VALID,19.308,VALID,66.776,VALID,12.973,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.635,VALID,24.0,VALID,49.0,VALID,359.0,VALID,2.187,VALID,2.703,VALID,1.5,
5/31/22 4:00:09 AM,VALID,1012.1,VALID,19.42,VALID,66.956,VALID,13.105,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.022,VALID,21.0,VALID,47.0,VALID,3.0,VALID,2.094,VALID,2.703,VALID,1.398,
5/31/22 4:10:09 AM,VALID,1012.107,VALID,19.249,VALID,65.854,VALID,12.741,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.163,VALID,41.0,VALID,84.0,VALID,19.0,VALID,1.949,VALID,2.203,VALID,1.398,
5/31/22 4:20:09 AM,VALID,1012.105,VALID,19.366,VALID,63.756,VALID,12.33,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.252,VALID,82.0,VALID,124.0,VALID,42.0,VALID,1.015,VALID,2.0,VALID,0.102,
5/31/22 4:30:09 AM,VALID,1012.226,VALID,19.977,VALID,59.464,VALID,11.843,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.386,VALID,193.0,VALID,220.0,VALID,98.0,VALID,1.342,VALID,2.602,VALID,0.102,
5/31/22 4:40:09 AM,VALID,1012.365,VALID,20.583,VALID,56.542,VALID,11.639,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.962,VALID,190.0,VALID,219.0,VALID,169.0,VALID,1.598,VALID,2.5,VALID,1.102,
5/31/22 4:50:09 AM,VALID,1012.4,VALID,21.189,VALID,52.989,VALID,11.249,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.807,VALID,174.0,VALID,216.0,VALID,132.0,VALID,1.282,VALID,1.703,VALID,0.898,
5/31/22 5:00:09 AM,VALID,1012.443,VALID,21.608,VALID,56.215,VALID,12.44,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,46.307,VALID,215.0,VALID,272.0,VALID,163.0,VALID,1.148,VALID,1.797,VALID,0.602,
5/31/22 5:10:09 AM,VALID,1012.573,VALID,21.131,VALID,58.876,VALID,12.74,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,46.886,VALID,336.0,VALID,199.0,VALID,201.0,VALID,0.721,VALID,1.703,VALID,0.0,
5/31/22 5:20:09 AM,VALID,1012.699,VALID,20.305,VALID,62.424,VALID,12.907,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.15,VALID,32.0,VALID,64.0,VALID,351.0,VALID,1.069,VALID,1.602,VALID,0.5,
5/31/22 5:30:09 AM,VALID,1012.745,VALID,20.495,VALID,58.919,VALID,12.209,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,43.321,VALID,33.0,VALID,212.0,VALID,232.0,VALID,0.708,VALID,1.203,VALID,0.102,
5/31/22 5:40:09 AM,VALID,1012.8,VALID,21.656,VALID,53.336,VALID,11.744,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,43.795,VALID,151.0,VALID,27.0,VALID,40.0,VALID,0.541,VALID,1.203,VALID,0.0,
5/31/22 5:50:09 AM,VALID,1012.843,VALID,22.714,VALID,50.573,VALID,11.929,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.027,VALID,235.0,VALID,270.0,VALID,198.0,VALID,1.295,VALID,2.203,VALID,0.398,
5/31/22 6:00:09 AM,VALID,1012.9,VALID,21.942,VALID,52.561,VALID,11.793,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.797,VALID,226.0,VALID,270.0,VALID,176.0,VALID,1.584,VALID,2.297,VALID,0.398,
5/31/22 6:10:09 AM,VALID,1012.9,VALID,21.986,VALID,54.21,VALID,12.264,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.444,VALID,201.0,VALID,249.0,VALID,169.0,VALID,1.232,VALID,1.703,VALID,0.5,
5/31/22 6:20:09 AM,VALID,1012.946,VALID,22.317,VALID,55.339,VALID,12.917,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.201,VALID,224.0,VALID,292.0,VALID,178.0,VALID,1.444,VALID,2.102,VALID,0.297,
5/31/22 6:30:09 AM,VALID,1013.078,VALID,21.672,VALID,58.299,VALID,13.11,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.186,VALID,240.0,VALID,305.0,VALID,156.0,VALID,1.587,VALID,2.398,VALID,0.102,
5/31/22 6:40:09 AM,VALID,1013.2,VALID,21.569,VALID,60.469,VALID,13.592,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.722,VALID,337.0,VALID,166.0,VALID,195.0,VALID,0.639,VALID,2.102,VALID,0.102,
5/31/22 6:50:09 AM,VALID,1013.215,VALID,21.555,VALID,59.537,VALID,13.332,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.992,VALID,330.0,VALID,109.0,VALID,128.0,VALID,0.543,VALID,1.398,VALID,0.102,
5/31/22 7:00:09 AM,VALID,1013.227,VALID,22.579,VALID,56.395,VALID,13.446,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.887,VALID,299.0,VALID,63.0,VALID,94.0,VALID,0.324,VALID,0.703,VALID,0.0,
5/31/22 7:10:09 AM,VALID,1013.177,VALID,24.059,VALID,51.499,VALID,13.45,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.305,VALID,224.0,VALID,38.0,VALID,83.0,VALID,0.872,VALID,2.398,VALID,0.0,
5/31/22 7:20:10 AM,VALID,1013.259,VALID,23.332,VALID,53.433,VALID,13.319,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.546,VALID,210.0,VALID,232.0,VALID,191.0,VALID,2.873,VALID,4.602,VALID,0.898,
5/31/22 7:30:09 AM,VALID,1013.307,VALID,24.134,VALID,52.268,VALID,13.696,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.166,VALID,207.0,VALID,261.0,VALID,178.0,VALID,2.626,VALID,3.898,VALID,0.602,
5/31/22 7:40:09 AM,VALID,1013.314,VALID,24.222,VALID,51.21,VALID,13.555,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.773,VALID,208.0,VALID,231.0,VALID,183.0,VALID,4.017,VALID,6.0,VALID,1.703,
5/31/22 7:50:10 AM,VALID,1013.399,VALID,23.545,VALID,56.404,VALID,14.254,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.652,VALID,201.0,VALID,236.0,VALID,175.0,VALID,4.672,VALID,7.0,VALID,2.0,
5/31/22 8:00:10 AM,VALID,1013.579,VALID,23.783,VALID,61.847,VALID,15.97,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,56.774,VALID,191.0,VALID,229.0,VALID,161.0,VALID,4.595,VALID,7.102,VALID,2.297,
5/31/22 8:10:10 AM,VALID,1013.601,VALID,23.618,VALID,65.53,VALID,16.771,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.773,VALID,191.0,VALID,215.0,VALID,162.0,VALID,4.682,VALID,6.703,VALID,2.297,
5/31/22 8:20:10 AM,VALID,1013.644,VALID,23.082,VALID,65.33,VALID,16.302,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.675,VALID,205.0,VALID,259.0,VALID,185.0,VALID,4.303,VALID,5.797,VALID,0.602,
5/31/22 8:30:10 AM,VALID,1013.816,VALID,21.812,VALID,60.422,VALID,13.871,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.159,VALID,204.0,VALID,222.0,VALID,188.0,VALID,4.577,VALID,5.703,VALID,2.602,
5/31/22 8:40:10 AM,VALID,1013.929,VALID,22.143,VALID,55.358,VALID,12.763,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.737,VALID,203.0,VALID,223.0,VALID,177.0,VALID,4.279,VALID,5.797,VALID,2.797,
5/31/22 8:50:10 AM,VALID,1014.002,VALID,22.69,VALID,57.152,VALID,13.741,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.168,VALID,202.0,VALID,224.0,VALID,167.0,VALID,4.474,VALID,6.0,VALID,1.703,
5/31/22 9:00:10 AM,VALID,1014.153,VALID,22.653,VALID,57.297,VALID,13.772,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.397,VALID,201.0,VALID,219.0,VALID,173.0,VALID,4.654,VALID,6.703,VALID,2.5,
5/31/22 9:10:10 AM,VALID,1014.209,VALID,23.427,VALID,56.557,VALID,14.3,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.023,VALID,203.0,VALID,236.0,VALID,175.0,VALID,3.999,VALID,6.102,VALID,1.0,
5/31/22 9:20:10 AM,VALID,1014.196,VALID,23.66,VALID,55.241,VALID,14.148,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.768,VALID,203.0,VALID,232.0,VALID,162.0,VALID,3.773,VALID,5.602,VALID,1.703,
5/31/22 9:30:10 AM,VALID,1014.111,VALID,23.524,VALID,57.153,VALID,14.484,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.969,VALID,210.0,VALID,272.0,VALID,170.0,VALID,4.08,VALID,5.703,VALID,0.602,
5/31/22 9:40:10 AM,VALID,1014.275,VALID,23.377,VALID,61.063,VALID,15.436,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.502,VALID,204.0,VALID,245.0,VALID,187.0,VALID,3.455,VALID,4.703,VALID,1.0,
5/31/22 9:50:10 AM,VALID,1014.344,VALID,22.924,VALID,62.379,VALID,15.393,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.843,VALID,202.0,VALID,236.0,VALID,177.0,VALID,3.172,VALID,4.203,VALID,1.797,
5/31/22 10:00:10 AM,VALID,1014.291,VALID,23.131,VALID,56.973,VALID,14.169,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.878,VALID,204.0,VALID,237.0,VALID,170.0,VALID,3.027,VALID,4.0,VALID,1.297,
5/31/22 10:10:10 AM,VALID,1014.129,VALID,24.663,VALID,45.465,VALID,12.143,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.051,VALID,201.0,VALID,266.0,VALID,147.0,VALID,2.735,VALID,4.102,VALID,0.602,
5/31/22 10:20:10 AM,VALID,1014.01,VALID,25.504,VALID,40.756,VALID,11.215,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.223,VALID,212.0,VALID,245.0,VALID,155.0,VALID,3.018,VALID,4.102,VALID,0.898,
5/31/22 10:30:10 AM,VALID,1014.045,VALID,25.431,VALID,39.631,VALID,10.651,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.056,VALID,217.0,VALID,350.0,VALID,173.0,VALID,2.759,VALID,3.898,VALID,0.398,
5/31/22 10:40:10 AM,VALID,1014.034,VALID,25.142,VALID,42.533,VALID,11.487,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.063,VALID,219.0,VALID,310.0,VALID,151.0,VALID,2.482,VALID,3.5,VALID,0.398,
5/31/22 10:50:10 AM,VALID,1013.999,VALID,25.138,VALID,45.46,VALID,12.411,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.312,VALID,216.0,VALID,259.0,VALID,171.0,VALID,2.727,VALID,3.602,VALID,0.5,
5/31/22 11:00:10 AM,VALID,1013.942,VALID,24.678,VALID,49.076,VALID,13.279,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,56.062,VALID,210.0,VALID,307.0,VALID,164.0,VALID,3.04,VALID,4.203,VALID,0.297,
5/31/22 11:10:10 AM,VALID,1013.913,VALID,24.893,VALID,47.58,VALID,13.041,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.651,VALID,201.0,VALID,262.0,VALID,167.0,VALID,2.882,VALID,4.5,VALID,0.797,
5/31/22 11:20:10 AM,VALID,1013.761,VALID,25.991,VALID,40.231,VALID,11.38,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.433,VALID,215.0,VALID,244.0,VALID,173.0,VALID,2.795,VALID,3.703,VALID,0.898,
5/31/22 11:30:10 AM,VALID,1013.687,VALID,25.986,VALID,38.085,VALID,10.68,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.471,VALID,209.0,VALID,252.0,VALID,176.0,VALID,2.947,VALID,4.0,VALID,1.398,
5/31/22 11:40:10 AM,VALID,1013.672,VALID,26.505,VALID,37.229,VALID,10.692,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.975,VALID,214.0,VALID,253.0,VALID,172.0,VALID,2.638,VALID,3.5,VALID,1.102,
